crop_id,cost_type,cost_category,cost_item,amount_eur,frequency,notes
pharmaceutical_cannabis_gr,CAPEX,Land & Legal,Land title/legal due diligence,5553.39,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 3. One-time. Higher than normal crop due to regulated narcotic/medical-cannabis licensing, land ownership/zoning checks and legal dossier risk."
pharmaceutical_cannabis_gr,CAPEX,Land & Legal,Land use / zoning verification,8330.09,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 4. One-time. Must verify permitted installation/cultivation/processing use plus protected-area/Natura/forest constraints before licensing.
pharmaceutical_cannabis_gr,CAPEX,Water Licensing,Water drilling permit,3887.37,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 5. One-time/conditional. Hydrogeological study and borehole permit support; irrigation/fertigation is essential even under greenhouse production.
pharmaceutical_cannabis_gr,CAPEX,Water Licensing,Water usage license,1666.02,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 6. One-time/periodic. Legal abstraction rights and water-use licensing under Greek water-management framework.
pharmaceutical_cannabis_gr,CAPEX,Infrastructure,Controlled greenhouse / irrigation installation,1416114.58,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 7. One-time. Uses high-tech greenhouse benchmark around €2.55m/ha for 1 ha module; includes greenhouse shell and core climate/fertigation infrastructure rather than simple drip irrigation.
pharmaceutical_cannabis_gr,CAPEX,Infrastructure,Water tanks / reservoirs,55533.9,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 8. One-time. Buffer tanks/reservoirs for fertigation, water security and pressure stabilization in controlled greenhouse cultivation."
pharmaceutical_cannabis_gr,CAPEX,Infrastructure,Pump stations,44427.12,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 9. One-time. Pumping, filtration, dosing/fertigation, piping and controls for controlled-environment cultivation."
pharmaceutical_cannabis_gr,CAPEX,Infrastructure,Electricity connection,83300.86,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 10. One-time/site-dependent. Greenhouse cannabis has high electricity needs for HVAC/dehumidification/lighting/security; grid connection can be materially higher than orchards.
pharmaceutical_cannabis_gr,CAPEX,Infrastructure,Road access & secure perimeter,55533.9,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 11. One-time. Medical cannabis facilities require controlled access, fencing/security and reliable logistics access."
pharmaceutical_cannabis_gr,CAPEX,Planting,Certified cannabis genetics / propagation material,83300.86,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 12. One-time/initial cycle stock. Mother plants, clones/seeds and compliant propagation material; regulated production requires traceable starting material."
pharmaceutical_cannabis_gr,CAPEX,Planting,Initial planting labor,41650.43,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 13. One-time/initial production setup. Labor for propagation, transplanting, room setup, initial sanitation and crop establishment."
pharmaceutical_cannabis_gr,CAPEX,Regulatory,Business registration & medical cannabis licensing dossier,27766.95,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 14. One-time. Company setup plus specialized licensing file for establishment/operation of medical cannabis facility.
pharmaceutical_cannabis_gr,CAPEX,Regulatory,Environmental studies,16660.17,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 15. Conditional/one-time. Environmental/permitting studies may be needed for greenhouse, water use, reservoirs and processing installation."
pharmaceutical_cannabis_gr,CAPEX,Compliance,GACP / controlled-cultivation setup,27766.95,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 16. One-time. Replaces GLOBALG.A.P. for medicinal cannabis with Good Agricultural and Collection Practice-style SOPs, batch records and controlled cultivation procedures."
pharmaceutical_cannabis_gr,CAPEX,Compliance,GMP / ISO pharmaceutical quality setup,222135.62,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 17. One-time. Medical cannabis finished-product pathway requires pharmaceutical-grade quality systems, validation, SOPs and audited production controls; much higher than HACCP for food crops."
pharmaceutical_cannabis_gr,CAPEX,Machinery,"Processing, drying, trimming & lab equipment",666406.86,one_time,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 18. One-time. Drying/curing rooms, trimming/handling equipment, security, QA lab and processing support."
pharmaceutical_cannabis_gr,CAPEX,CROP LAND COST,,950000.0,one_time,REVISED DEMO-CALIBRATED: land cost kept at model input value.
pharmaceutical_cannabis_gr,CAPEX,Land,Land registry / cadastral compliance,1388.35,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 51. One-time. Cadastral extract/registration and ownership confirmation.
pharmaceutical_cannabis_gr,CAPEX,Land,Natura / protected area checks,1110.68,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 52. One-time. Natura/protected-area check before development.
pharmaceutical_cannabis_gr,CAPEX,Water,Water extraction permit,3887.37,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 53. One-time/conditional. Borehole and abstraction licensing support.
pharmaceutical_cannabis_gr,OPEX,Water,Groundwater compliance,2133.42,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 54. Annual/monitoring. Sustainable abstraction monitoring/reporting context.
pharmaceutical_cannabis_gr,OPEX,Phytosanitary,Plant passport / plant-health compliance,3555.71,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 55. Annual/operational. Traceability and plant-health compliance for plants/propagation material.
pharmaceutical_cannabis_gr,CAPEX,Phytosanitary,Certified cannabis starting material,83300.86,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 56. One-time/initial cycle stock. Same as certified genetics/propagation material CAPEX.
pharmaceutical_cannabis_gr,CAPEX,Agrochemicals,Pesticide operator certification,277.67,one_time,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 57. Periodic. Training/certification for legal pesticide use; standardized as one_time because not marked annual.
pharmaceutical_cannabis_gr,OPEX,Food Safety / Pharma,Traceability and controlled-substance compliance,42668.47,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 58. Annual. Batch records, seed-to-sale traceability and regulatory inventory."
pharmaceutical_cannabis_gr,OPEX,Food Safety / Pharma,Contaminant and batch-release compliance,56891.3,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 59. Annual. Microbial, heavy-metal, mycotoxin, pesticide and potency testing."
pharmaceutical_cannabis_gr,OPEX,Subsidies,CAP / OPEKEPE registration,0.0,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 60. Not assumed in baseline. Pharmaceutical cannabis is treated as regulated medical/industrial investment rather than normal CAP crop support; verify case-by-case.
pharmaceutical_cannabis_gr,OPEX,Exports,Medical cannabis export / phytosanitary / EOF documentation,17778.53,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 61. Annual/per export program. Export/transport/product authorization documentation for medicinal cannabis products.
pharmaceutical_cannabis_gr,OPEX,Water,Water consumption,14222.82,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 23. Annual. Water cost only; controlled greenhouse reduces waste but requires consistent fertigation-quality water.
pharmaceutical_cannabis_gr,OPEX,Water,Electricity for pumping / HVAC / lighting,320013.55,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 24. Annual. Pump, HVAC, dehumidification and lighting electricity."
pharmaceutical_cannabis_gr,OPEX,Agronomy,Fertilizers / nutrients / growing media,128005.42,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 25. Annual. Includes fertigation nutrients, substrates/growing media and crop inputs for controlled cultivation."
pharmaceutical_cannabis_gr,OPEX,Agronomy,Pesticides / biological controls / fungicides,56891.3,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 26. Annual. Controlled medical crop favors IPM/biocontrol and strict residue control; failures can make batches non-compliant.
pharmaceutical_cannabis_gr,OPEX,Compliance,GACP / controlled-cultivation renewal,35557.06,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 27. Annual. Internal audits, SOP updates, cultivation records and external compliance support."
pharmaceutical_cannabis_gr,OPEX,Compliance,GMP / ISO renewal,56891.3,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 28. Annual. Pharmaceutical quality system surveillance, validation upkeep and audit readiness."
pharmaceutical_cannabis_gr,OPEX,Compliance,Traceability system,42668.47,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 29. Annual. Seed-to-sale/batch traceability, controlled-substance inventory, production records and regulatory documentation."
pharmaceutical_cannabis_gr,OPEX,Insurance,ELGA insurance,0.0,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 30. Not assumed as standard baseline for pharmaceutical cannabis greenhouse facility; check eligibility locally. Use private/specialty insurance instead.
pharmaceutical_cannabis_gr,OPEX,Insurance,Private crop / facility insurance,142228.24,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 31. Annual/optional but recommended. High-value regulated crop, greenhouse, theft/security and business interruption risk."
pharmaceutical_cannabis_gr,OPEX,Operations,Equipment maintenance,177785.3,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 32. Annual. Repair and servicing for HVAC, pumps, controls, security and processing systems."
pharmaceutical_cannabis_gr,OPEX,Operations,"Drying, curing & secure storage",213342.36,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 33. Annual. Drying/curing rooms, humidity control, secure storage, batch handling and QA release support."
pharmaceutical_cannabis_gr,OPEX,Operations,Transport & logistics,28445.65,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 34. Annual. Controlled movement of regulated raw material/final product; depends on route and customer/export plan.
pharmaceutical_cannabis_gr,OPEX,Testing,Microbial / mycotoxin / heavy-metal testing,56891.3,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 35. Annual. Replaces simple aflatoxin testing; medicinal cannabis requires batch testing for contaminants, potency and quality release."
pharmaceutical_cannabis_gr,OPEX,Testing,Residue analysis,28445.65,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 36. Annual. Pesticide-residue and contaminant testing for compliant medicinal product release/export.
pharmaceutical_cannabis_gr,OPEX,Seasonal / production workers,Harvesting,142228.24,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 41. Frequency shown as per harvest cycle/year; standardized as annual.
pharmaceutical_cannabis_gr,OPEX,Production workers,Pruning / canopy management,106671.18,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 42. Frequency shown as annual.
pharmaceutical_cannabis_gr,OPEX,Post-harvest workers,"Sorting, trimming & packaging",156451.07,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 43. Frequency shown as per production cycle; standardized as annual.
pharmaceutical_cannabis_gr,OPEX,Machine operators / technicians,"Irrigation, HVAC & machinery operation",56891.3,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 44. Frequency shown as annual.
pharmaceutical_cannabis_gr,OPEX,Compliance / QA staff,Documentation,85336.95,annual,"REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 45. Documentation, batch release & traceability. Frequency shown as annual."
pharmaceutical_cannabis_gr,OPEX,Security / maintenance,Site security and maintenance,128005.41,annual,REVISED DEMO-CALIBRATED: amount scaled to match corrected crop_economics_inputs.csv. Directly read from row 46. Frequency shown as annual.
